Date,Year,Month,State,Sales Method,Product,Gender,Type,SubType,Price per Unit,Units Sold,Revenue
2021-06-04,2021,June,Nebraska,Online,Women's Street Footwear,Women,Footwear,Street Footwear,29,4,116
2021-06-04,2021,June,Nebraska,Outlet,Women's Street Footwear,Women,Footwear,Street Footwear,30,15,450
2021-06-04,2021,June,North Carolina,Online,Men's Apparel,Men,Apparel,Apparel,126,81,10206
2021-06-04,2021,June,North Carolina,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,87,88,7656
2021-06-04,2021,June,North Carolina,Online,Men's Street Footwear,Men,Footwear,Street Footwear,96,119,11424
2021-06-04,2021,June,North Carolina,Online,Women's Apparel,Women,Apparel,Apparel,137,106,14522
2021-06-04,2021,June,North Carolina,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,99,82,8118
2021-06-04,2021,June,North Carolina,Online,Women's Street Footwear,Women,Footwear,Street Footwear,97,85,8245
2021-06-05,2021,June,Connecticut,In-store,Men's Apparel,Men,Apparel,Apparel,55,28,1540
2021-06-05,2021,June,Connecticut,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,50,38,1900
2021-06-05,2021,June,Connecticut,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,55,63,3465
2021-06-05,2021,June,Connecticut,In-store,Women's Apparel,Women,Apparel,Apparel,60,43,2580
2021-06-05,2021,June,Connecticut,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,45,28,1260
2021-06-05,2021,June,Connecticut,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,45,30,1350
2021-06-05,2021,June,Connecticut,Online,Men's Apparel,Men,Apparel,Apparel,53,7,371
2021-06-05,2021,June,Connecticut,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,48,9,432
2021-06-05,2021,June,Connecticut,Online,Men's Street Footwear,Men,Footwear,Street Footwear,50,18,900
2021-06-05,2021,June,Connecticut,Online,Women's Apparel,Women,Apparel,Apparel,56,12,672
2021-06-05,2021,June,Connecticut,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,42,8,336
2021-06-05,2021,June,Connecticut,Online,Women's Street Footwear,Women,Footwear,Street Footwear,42,9,378
2021-06-05,2021,June,Connecticut,Outlet,Men's Apparel,Men,Apparel,Apparel,36,9,324
2021-06-05,2021,June,Connecticut,Outlet,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,38,12,456
2021-06-05,2021,June,Connecticut,Outlet,Men's Street Footwear,Men,Footwear,Street Footwear,40,21,840
2021-06-05,2021,June,Connecticut,Outlet,Women's Apparel,Women,Apparel,Apparel,39,13,507
2021-06-05,2021,June,Connecticut,Outlet,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,35,9,315
2021-06-05,2021,June,Connecticut,Outlet,Women's Street Footwear,Women,Footwear,Street Footwear,35,10,350
2021-06-05,2021,June,Illinois,Online,Women's Apparel,Women,Apparel,Apparel,41,7,287
2021-06-05,2021,June,Illinois,Outlet,Women's Apparel,Women,Apparel,Apparel,45,28,1260
2021-06-05,2021,June,Nebraska,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,33,0,0
2021-06-05,2021,June,Nebraska,Outlet,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,35,0,0
2021-06-06,2021,June,Illinois,Online,Men's Street Footwear,Men,Footwear,Street Footwear,44,16,704
2021-06-06,2021,June,Illinois,Outlet,Men's Street Footwear,Men,Footwear,Street Footwear,45,53,2385
2021-06-06,2021,June,Iowa,In-store,Men's Apparel,Men,Apparel,Apparel,35,18,630
2021-06-06,2021,June,Iowa,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,30,28,840
2021-06-06,2021,June,Iowa,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,35,53,1855
2021-06-06,2021,June,Iowa,In-store,Women's Apparel,Women,Apparel,Apparel,55,33,1815
2021-06-06,2021,June,Iowa,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,25,18,450
2021-06-06,2021,June,Iowa,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,25,20,500
2021-06-06,2021,June,Iowa,Online,Men's Apparel,Men,Apparel,Apparel,34,4,136
2021-06-06,2021,June,Iowa,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,28,8,224
2021-06-06,2021,June,Iowa,Online,Men's Street Footwear,Men,Footwear,Street Footwear,32,14,448
2021-06-06,2021,June,Iowa,Online,Women's Apparel,Women,Apparel,Apparel,51,9,459
2021-06-06,2021,June,Iowa,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,24,4,96
2021-06-06,2021,June,Iowa,Online,Women's Street Footwear,Women,Footwear,Street Footwear,23,5,115
2021-06-06,2021,June,Nebraska,Online,Men's Apparel,Men,Apparel,Apparel,45,1,45
2021-06-06,2021,June,Nebraska,Outlet,Men's Apparel,Men,Apparel,Apparel,50,5,250
2021-06-07,2021,June,Illinois,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,43,5,215
2021-06-07,2021,June,Illinois,Outlet,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,45,18,810
2021-06-07,2021,June,Nebraska,Online,Women's Apparel,Women,Apparel,Apparel,37,4,148
2021-06-07,2021,June,Nebraska,Outlet,Women's Apparel,Women,Apparel,Apparel,40,15,600
2021-06-07,2021,June,South Carolina,Online,Men's Apparel,Men,Apparel,Apparel,127,95,12065
2021-06-07,2021,June,South Carolina,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,99,100,9900
2021-06-07,2021,June,South Carolina,Online,Men's Street Footwear,Men,Footwear,Street Footwear,106,132,13992
2021-06-07,2021,June,South Carolina,Online,Women's Apparel,Women,Apparel,Apparel,135,118,15930
2021-06-07,2021,June,South Carolina,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,97,97,9409
2021-06-07,2021,June,South Carolina,Online,Women's Street Footwear,Women,Footwear,Street Footwear,97,99,9603
2021-06-08,2021,June,Illinois,Online,Women's Street Footwear,Women,Footwear,Street Footwear,32,6,192
2021-06-08,2021,June,Illinois,Outlet,Women's Street Footwear,Women,Footwear,Street Footwear,35,23,805
2021-06-08,2021,June,Nebraska,Online,Men's Street Footwear,Men,Footwear,Street Footwear,38,11,418
2021-06-08,2021,June,Nebraska,Outlet,Men's Street Footwear,Men,Footwear,Street Footwear,40,38,1520
2021-06-08,2021,June,New Jersey,In-store,Men's Apparel,Men,Apparel,Apparel,50,25,1250
2021-06-08,2021,June,New Jersey,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,45,35,1575
2021-06-08,2021,June,New Jersey,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,50,60,3000
2021-06-08,2021,June,New Jersey,In-store,Women's Apparel,Women,Apparel,Apparel,55,40,2200
2021-06-08,2021,June,New Jersey,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,40,25,1000
2021-06-08,2021,June,New Jersey,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,40,28,1120
2021-06-08,2021,June,New Jersey,Online,Men's Apparel,Men,Apparel,Apparel,46,7,322
2021-06-08,2021,June,New Jersey,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,44,11,484
2021-06-08,2021,June,New Jersey,Online,Men's Street Footwear,Men,Footwear,Street Footwear,45,16,720
2021-06-08,2021,June,New Jersey,Online,Women's Apparel,Women,Apparel,Apparel,50,12,600
2021-06-08,2021,June,New Jersey,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,39,7,273
2021-06-08,2021,June,New Jersey,Online,Women's Street Footwear,Women,Footwear,Street Footwear,38,7,266
2021-06-08,2021,June,Rhode Island,In-store,Men's Apparel,Men,Apparel,Apparel,50,20,1000
2021-06-08,2021,June,Rhode Island,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,45,30,1350
2021-06-08,2021,June,Rhode Island,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,50,55,2750
2021-06-08,2021,June,Rhode Island,In-store,Women's Apparel,Women,Apparel,Apparel,55,35,1925
2021-06-08,2021,June,Rhode Island,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,40,20,800
2021-06-08,2021,June,Rhode Island,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,40,23,920
2021-06-08,2021,June,Rhode Island,Online,Men's Apparel,Men,Apparel,Apparel,48,6,288
2021-06-08,2021,June,Rhode Island,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,41,9,369
2021-06-08,2021,June,Rhode Island,Online,Men's Street Footwear,Men,Footwear,Street Footwear,47,14,658
2021-06-08,2021,June,Rhode Island,Online,Women's Apparel,Women,Apparel,Apparel,51,9,459
2021-06-08,2021,June,Rhode Island,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,39,6,234
2021-06-08,2021,June,Rhode Island,Online,Women's Street Footwear,Women,Footwear,Street Footwear,39,7,273
2021-06-08,2021,June,Rhode Island,Outlet,Men's Apparel,Men,Apparel,Apparel,39,7,273
2021-06-08,2021,June,Rhode Island,Outlet,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,35,11,385
2021-06-08,2021,June,Rhode Island,Outlet,Men's Street Footwear,Men,Footwear,Street Footwear,36,18,648
2021-06-08,2021,June,Rhode Island,Outlet,Women's Apparel,Women,Apparel,Apparel,43,12,516
2021-06-08,2021,June,Rhode Island,Outlet,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,26,7,182
2021-06-08,2021,June,Rhode Island,Outlet,Women's Street Footwear,Women,Footwear,Street Footwear,32,7,224
2021-06-09,2021,June,Illinois,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,39,3,117
2021-06-09,2021,June,Illinois,Outlet,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,40,10,400
2021-06-09,2021,June,Nebraska,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,32,2,64
2021-06-09,2021,June,Nebraska,Outlet,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,35,8,280
2021-06-09,2021,June,North Dakota,In-store,Men's Apparel,Men,Apparel,Apparel,40,18,720
2021-06-09,2021,June,North Dakota,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,35,25,875
2021-06-09,2021,June,North Dakota,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,40,50,2000
2021-06-09,2021,June,North Dakota,In-store,Women's Apparel,Women,Apparel,Apparel,55,33,1815
2021-06-09,2021,June,North Dakota,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,30,18,540
2021-06-09,2021,June,North Dakota,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,30,20,600
2021-06-09,2021,June,North Dakota,Online,Men's Apparel,Men,Apparel,Apparel,38,5,190
2021-06-09,2021,June,North Dakota,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,32,7,224
2021-06-09,2021,June,North Dakota,Online,Men's Street Footwear,Men,Footwear,Street Footwear,36,13,468
2021-06-09,2021,June,North Dakota,Online,Women's Apparel,Women,Apparel,Apparel,51,9,459
2021-06-09,2021,June,North Dakota,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,29,5,145
2021-06-09,2021,June,North Dakota,Online,Women's Street Footwear,Women,Footwear,Street Footwear,27,6,162
2021-06-10,2021,June,Illinois,Online,Men's Apparel,Men,Apparel,Apparel,50,4,200
2021-06-10,2021,June,Illinois,Outlet,Men's Apparel,Men,Apparel,Apparel,55,18,990
2021-06-10,2021,June,Indiana,In-store,Men's Apparel,Men,Apparel,Apparel,40,18,720
2021-06-10,2021,June,Indiana,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,35,33,1155
2021-06-10,2021,June,Indiana,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,40,58,2320
2021-06-10,2021,June,Indiana,In-store,Women's Apparel,Women,Apparel,Apparel,60,33,1980
2021-06-10,2021,June,Indiana,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,30,18,540
2021-06-10,2021,June,Indiana,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,30,20,600
2021-06-10,2021,June,Indiana,Online,Men's Apparel,Men,Apparel,Apparel,36,5,180
2021-06-10,2021,June,Indiana,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,32,9,288
2021-06-10,2021,June,Indiana,Online,Men's Street Footwear,Men,Footwear,Street Footwear,36,16,576
2021-06-10,2021,June,Indiana,Online,Women's Apparel,Women,Apparel,Apparel,56,9,504
2021-06-10,2021,June,Indiana,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,29,5,145
2021-06-10,2021,June,Indiana,Online,Women's Street Footwear,Women,Footwear,Street Footwear,27,5,135
2021-06-10,2021,June,Nebraska,Online,Women's Street Footwear,Women,Footwear,Street Footwear,23,2,46
2021-06-10,2021,June,Nebraska,Outlet,Women's Street Footwear,Women,Footwear,Street Footwear,25,8,200
2021-06-10,2021,June,New York,In-store,Men's Apparel,Men,Apparel,Apparel,65,58,3770
2021-06-10,2021,June,New York,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,55,63,3465
2021-06-10,2021,June,New York,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,60,88,5280
2021-06-10,2021,June,New York,In-store,Women's Apparel,Women,Apparel,Apparel,70,73,5110
2021-06-10,2021,June,New York,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,50,58,2900
2021-06-10,2021,June,New York,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,50,60,3000
2021-06-10,2021,June,New York,Online,Men's Apparel,Men,Apparel,Apparel,62,15,930
2021-06-10,2021,June,New York,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,54,18,972
2021-06-10,2021,June,New York,Online,Men's Street Footwear,Men,Footwear,Street Footwear,59,26,1534
2021-06-10,2021,June,New York,Online,Women's Apparel,Women,Apparel,Apparel,69,18,1242
2021-06-10,2021,June,New York,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,49,14,686
2021-06-10,2021,June,New York,Online,Women's Street Footwear,Women,Footwear,Street Footwear,48,15,720
2021-06-11,2021,June,Illinois,Online,Women's Apparel,Women,Apparel,Apparel,43,8,344
2021-06-11,2021,June,Illinois,Outlet,Women's Apparel,Women,Apparel,Apparel,45,28,1260
2021-06-11,2021,June,Nebraska,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,27,0,0
2021-06-11,2021,June,Nebraska,Outlet,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,30,0,0
2021-06-11,2021,June,Ohio,Online,Men's Apparel,Men,Apparel,Apparel,127,65,8255
2021-06-11,2021,June,Ohio,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,86,69,5934
2021-06-11,2021,June,Ohio,Online,Men's Street Footwear,Men,Footwear,Street Footwear,99,103,10197
2021-06-11,2021,June,Ohio,Online,Women's Apparel,Women,Apparel,Apparel,134,88,11792
2021-06-11,2021,June,Ohio,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,99,64,6336
2021-06-11,2021,June,Ohio,Online,Women's Street Footwear,Women,Footwear,Street Footwear,99,67,6633
2021-06-11,2021,June,Utah,In-store,Men's Apparel,Men,Apparel,Apparel,35,40,1400
2021-06-11,2021,June,Utah,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,25,40,1000
2021-06-11,2021,June,Utah,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,30,65,1950
2021-06-11,2021,June,Utah,In-store,Women's Apparel,Women,Apparel,Apparel,40,58,2320
2021-06-11,2021,June,Utah,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,20,40,800
2021-06-11,2021,June,Utah,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,20,43,860
2021-06-11,2021,June,Utah,Online,Men's Apparel,Men,Apparel,Apparel,34,11,374
2021-06-11,2021,June,Utah,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,24,11,264
2021-06-11,2021,June,Utah,Online,Men's Street Footwear,Men,Footwear,Street Footwear,28,18,504
2021-06-11,2021,June,Utah,Online,Women's Apparel,Women,Apparel,Apparel,38,15,570
2021-06-11,2021,June,Utah,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,19,11,209
2021-06-11,2021,June,Utah,Online,Women's Street Footwear,Women,Footwear,Street Footwear,19,12,228
2021-06-11,2021,June,Utah,Outlet,Men's Apparel,Men,Apparel,Apparel,24,13,312
2021-06-11,2021,June,Utah,Outlet,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,18,13,234
2021-06-11,2021,June,Utah,Outlet,Men's Street Footwear,Men,Footwear,Street Footwear,21,21,441
2021-06-11,2021,June,Utah,Outlet,Women's Apparel,Women,Apparel,Apparel,32,19,608
2021-06-11,2021,June,Utah,Outlet,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,13,13,169
2021-06-11,2021,June,Utah,Outlet,Women's Street Footwear,Women,Footwear,Street Footwear,13,13,169
2021-06-12,2021,June,Illinois,Online,Men's Street Footwear,Men,Footwear,Street Footwear,47,14,658
2021-06-12,2021,June,Illinois,Outlet,Men's Street Footwear,Men,Footwear,Street Footwear,50,50,2500
2021-06-12,2021,June,Nebraska,Online,Men's Apparel,Men,Apparel,Apparel,42,1,42
2021-06-12,2021,June,Nebraska,Outlet,Men's Apparel,Men,Apparel,Apparel,45,3,135
2021-06-12,2021,June,South Dakota,Online,Men's Apparel,Men,Apparel,Apparel,86,23,1978
2021-06-12,2021,June,South Dakota,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,79,32,2528
2021-06-12,2021,June,South Dakota,Online,Men's Street Footwear,Men,Footwear,Street Footwear,86,64,5504
2021-06-12,2021,June,South Dakota,Online,Women's Apparel,Women,Apparel,Apparel,105,42,4410
2021-06-12,2021,June,South Dakota,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,67,23,1541
2021-06-12,2021,June,South Dakota,Online,Women's Street Footwear,Women,Footwear,Street Footwear,67,25,1675
2021-06-12,2021,June,Vermont,In-store,Men's Apparel,Men,Apparel,Apparel,60,30,1800
2021-06-12,2021,June,Vermont,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,55,40,2200
2021-06-12,2021,June,Vermont,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,60,65,3900
2021-06-12,2021,June,Vermont,In-store,Women's Apparel,Women,Apparel,Apparel,65,45,2925
2021-06-12,2021,June,Vermont,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,50,30,1500
2021-06-12,2021,June,Vermont,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,50,33,1650
2021-06-12,2021,June,Vermont,Online,Men's Apparel,Men,Apparel,Apparel,58,8,464
2021-06-12,2021,June,Vermont,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,53,12,636
2021-06-12,2021,June,Vermont,Online,Men's Street Footwear,Men,Footwear,Street Footwear,58,16,928
2021-06-12,2021,June,Vermont,Online,Women's Apparel,Women,Apparel,Apparel,62,12,744
2021-06-12,2021,June,Vermont,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,47,9,423
2021-06-12,2021,June,Vermont,Online,Women's Street Footwear,Women,Footwear,Street Footwear,45,8,360
2021-06-12,2021,June,Vermont,Outlet,Men's Apparel,Men,Apparel,Apparel,44,11,484
2021-06-12,2021,June,Vermont,Outlet,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,44,12,528
2021-06-12,2021,June,Vermont,Outlet,Men's Street Footwear,Men,Footwear,Street Footwear,47,20,940
2021-06-12,2021,June,Vermont,Outlet,Women's Apparel,Women,Apparel,Apparel,49,16,784
2021-06-12,2021,June,Vermont,Outlet,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,38,10,380
2021-06-12,2021,June,Vermont,Outlet,Women's Street Footwear,Women,Footwear,Street Footwear,35,10,350
2021-06-12,2021,June,Wyoming,In-store,Men's Apparel,Men,Apparel,Apparel,50,50,2500
2021-06-12,2021,June,Wyoming,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,45,60,2700
2021-06-12,2021,June,Wyoming,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,50,85,4250
2021-06-12,2021,June,Wyoming,In-store,Women's Apparel,Women,Apparel,Apparel,55,65,3575
2021-06-12,2021,June,Wyoming,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,40,50,2000
2021-06-12,2021,June,Wyoming,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,40,53,2120
2021-06-12,2021,June,Wyoming,Online,Men's Apparel,Men,Apparel,Apparel,49,14,686
2021-06-12,2021,June,Wyoming,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,42,17,714
2021-06-12,2021,June,Wyoming,Online,Men's Street Footwear,Men,Footwear,Street Footwear,46,25,1150
2021-06-12,2021,June,Wyoming,Online,Women's Apparel,Women,Apparel,Apparel,50,16,800
2021-06-12,2021,June,Wyoming,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,38,14,532
2021-06-12,2021,June,Wyoming,Online,Women's Street Footwear,Women,Footwear,Street Footwear,38,13,494
2021-06-13,2021,June,Georgia,Online,Men's Apparel,Men,Apparel,Apparel,106,35,3710
2021-06-13,2021,June,Georgia,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,109,68,7412
2021-06-13,2021,June,Georgia,Online,Men's Street Footwear,Men,Footwear,Street Footwear,96,86,8256
2021-06-13,2021,June,Georgia,Online,Women's Apparel,Women,Apparel,Apparel,137,73,10001
2021-06-13,2021,June,Georgia,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,99,52,5148
2021-06-13,2021,June,Georgia,Online,Women's Street Footwear,Women,Footwear,Street Footwear,107,67,7169
2021-06-13,2021,June,Georgia,Outlet,Men's Apparel,Men,Apparel,Apparel,42,9,378
2021-06-13,2021,June,Georgia,Outlet,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,41,16,656
2021-06-13,2021,June,Georgia,Outlet,Men's Street Footwear,Men,Footwear,Street Footwear,35,20,700
2021-06-13,2021,June,Georgia,Outlet,Women's Apparel,Women,Apparel,Apparel,53,19,1007
2021-06-13,2021,June,Georgia,Outlet,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,33,13,429
2021-06-13,2021,June,Georgia,Outlet,Women's Street Footwear,Women,Footwear,Street Footwear,39,16,624
2021-06-13,2021,June,Illinois,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,46,6,276
2021-06-13,2021,June,Illinois,Outlet,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,50,20,1000
2021-06-13,2021,June,Nebraska,Online,Women's Apparel,Women,Apparel,Apparel,34,4,136
2021-06-13,2021,June,Nebraska,Outlet,Women's Apparel,Women,Apparel,Apparel,35,15,525
2021-06-14,2021,June,Illinois,Online,Women's Street Footwear,Women,Footwear,Street Footwear,37,7,259
2021-06-14,2021,June,Illinois,Outlet,Women's Street Footwear,Women,Footwear,Street Footwear,40,23,920
2021-06-14,2021,June,Kansas,Online,Men's Apparel,Men,Apparel,Apparel,109,36,3924
2021-06-14,2021,June,Kansas,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,67,42,2814
2021-06-14,2021,June,Kansas,Online,Men's Street Footwear,Men,Footwear,Street Footwear,77,72,5544
2021-06-14,2021,June,Kansas,Online,Women's Apparel,Women,Apparel,Apparel,118,57,6726
2021-06-14,2021,June,Kansas,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,78,36,2808
2021-06-14,2021,June,Kansas,Online,Women's Street Footwear,Women,Footwear,Street Footwear,77,38,2926
2021-06-14,2021,June,Nebraska,Online,Men's Street Footwear,Men,Footwear,Street Footwear,44,12,528
2021-06-14,2021,June,Nebraska,Outlet,Men's Street Footwear,Men,Footwear,Street Footwear,45,42,1890
2021-06-15,2021,June,Delaware,In-store,Men's Apparel,Men,Apparel,Apparel,55,30,1650
2021-06-15,2021,June,Delaware,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,50,40,2000
2021-06-15,2021,June,Delaware,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,55,65,3575
2021-06-15,2021,June,Delaware,In-store,Women's Apparel,Women,Apparel,Apparel,60,45,2700
2021-06-15,2021,June,Delaware,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,45,30,1350
2021-06-15,2021,June,Delaware,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,45,33,1485
2021-06-15,2021,June,Delaware,Online,Men's Apparel,Men,Apparel,Apparel,50,8,400
2021-06-15,2021,June,Delaware,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,48,12,576
2021-06-15,2021,June,Delaware,Online,Men's Street Footwear,Men,Footwear,Street Footwear,51,19,969
2021-06-15,2021,June,Delaware,Online,Women's Apparel,Women,Apparel,Apparel,56,14,784
2021-06-15,2021,June,Delaware,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,41,8,328
2021-06-15,2021,June,Delaware,Online,Women's Street Footwear,Women,Footwear,Street Footwear,43,9,387
2021-06-15,2021,June,Illinois,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,41,2,82
2021-06-15,2021,June,Illinois,Outlet,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,45,8,360
2021-06-15,2021,June,Massachusetts,In-store,Men's Apparel,Men,Apparel,Apparel,55,23,1265
2021-06-15,2021,June,Massachusetts,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,50,33,1650
2021-06-15,2021,June,Massachusetts,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,55,58,3190
2021-06-15,2021,June,Massachusetts,In-store,Women's Apparel,Women,Apparel,Apparel,60,38,2280
2021-06-15,2021,June,Massachusetts,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,45,23,1035
2021-06-15,2021,June,Massachusetts,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,45,25,1125
2021-06-15,2021,June,Massachusetts,Online,Men's Apparel,Men,Apparel,Apparel,51,6,306
2021-06-15,2021,June,Massachusetts,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,47,9,423
2021-06-15,2021,June,Massachusetts,Online,Men's Street Footwear,Men,Footwear,Street Footwear,51,16,816
2021-06-15,2021,June,Massachusetts,Online,Women's Apparel,Women,Apparel,Apparel,54,10,540
2021-06-15,2021,June,Massachusetts,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,41,7,287
2021-06-15,2021,June,Massachusetts,Online,Women's Street Footwear,Women,Footwear,Street Footwear,42,7,294
2021-06-15,2021,June,Massachusetts,Outlet,Men's Apparel,Men,Apparel,Apparel,39,7,273
2021-06-15,2021,June,Massachusetts,Outlet,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,36,11,396
2021-06-15,2021,June,Massachusetts,Outlet,Men's Street Footwear,Men,Footwear,Street Footwear,39,20,780
2021-06-15,2021,June,Massachusetts,Outlet,Women's Apparel,Women,Apparel,Apparel,47,12,564
2021-06-15,2021,June,Massachusetts,Outlet,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,34,7,238
2021-06-15,2021,June,Massachusetts,Outlet,Women's Street Footwear,Women,Footwear,Street Footwear,36,8,288
2021-06-15,2021,June,Nebraska,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,38,3,114
2021-06-15,2021,June,Nebraska,Outlet,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,40,13,520
2021-06-16,2021,June,Illinois,Online,Men's Apparel,Men,Apparel,Apparel,56,4,224
2021-06-16,2021,June,Illinois,Outlet,Men's Apparel,Men,Apparel,Apparel,60,13,780
2021-06-16,2021,June,Nebraska,Online,Women's Street Footwear,Women,Footwear,Street Footwear,32,3,96
