Date,State,Sales Method,Product,Price per Unit,Units Sold
2021-06-17,Florida,Online,Men's Apparel,89,13
2021-06-17,Florida,Online,Men's Athletic Footwear,64,20
2021-06-17,Florida,Online,Men's Street Footwear,61,22
2021-06-17,Florida,Online,Women's Apparel,103,22
2021-06-17,Florida,Online,Women's Athletic Footwear,77,16
2021-06-17,Florida,Online,Women's Street Footwear,80,21
2021-06-17,Florida,Outlet,Men's Apparel,71,15
2021-06-17,Florida,Outlet,Men's Athletic Footwear,53,22
2021-06-17,Florida,Outlet,Men's Street Footwear,115,110
2021-06-17,Florida,Outlet,Women's Apparel,74,25
2021-06-17,Florida,Outlet,Women's Athletic Footwear,66,20
2021-06-17,Florida,Outlet,Women's Street Footwear,60,24
2021-06-17,Illinois,Online,Women's Apparel,45,6
2021-06-17,Illinois,Outlet,Women's Apparel,50,23
2021-06-17,Louisiana,Online,Men's Apparel,187,57
2021-06-17,Louisiana,Online,Men's Athletic Footwear,135,91
2021-06-17,Louisiana,Online,Men's Street Footwear,118,108
2021-06-17,Louisiana,Online,Women's Apparel,210,95
2021-06-17,Louisiana,Online,Women's Athletic Footwear,167,74
2021-06-17,Louisiana,Online,Women's Street Footwear,168,90
2021-06-17,Louisiana,Outlet,Men's Apparel,70,15
2021-06-17,Louisiana,Outlet,Men's Athletic Footwear,55,22
2021-06-17,Louisiana,Outlet,Men's Street Footwear,47,26
2021-06-17,Louisiana,Outlet,Women's Apparel,80,25
2021-06-17,Louisiana,Outlet,Women's Athletic Footwear,59,18
2021-06-17,Louisiana,Outlet,Women's Street Footwear,55,21
2021-06-17,Michigan,In-store,Men's Apparel,60,53
2021-06-17,Michigan,In-store,Men's Athletic Footwear,50,58
2021-06-17,Michigan,In-store,Men's Street Footwear,55,83
2021-06-17,Michigan,In-store,Women's Apparel,65,68
2021-06-17,Michigan,In-store,Women's Athletic Footwear,45,53
2021-06-17,Michigan,In-store,Women's Street Footwear,45,55
2021-06-17,Michigan,Online,Men's Apparel,57,15
2021-06-17,Michigan,Online,Men's Athletic Footwear,46,17
2021-06-17,Michigan,Online,Men's Street Footwear,52,21
2021-06-17,Michigan,Online,Women's Apparel,60,17
2021-06-17,Michigan,Online,Women's Athletic Footwear,43,16
2021-06-17,Michigan,Online,Women's Street Footwear,41,14
2021-06-17,Nebraska,Online,Women's Athletic Footwear,34,1
2021-06-17,Nebraska,Outlet,Women's Athletic Footwear,35,3
2021-06-17,West Virginia,In-store,Men's Apparel,45,28
2021-06-17,West Virginia,In-store,Men's Athletic Footwear,40,43
2021-06-17,West Virginia,In-store,Men's Street Footwear,45,60
2021-06-17,West Virginia,In-store,Women's Apparel,65,43
2021-06-17,West Virginia,In-store,Women's Athletic Footwear,35,28
2021-06-17,West Virginia,In-store,Women's Street Footwear,35,30
2021-06-17,West Virginia,Online,Men's Apparel,41,7
2021-06-17,West Virginia,Online,Men's Athletic Footwear,37,12
2021-06-17,West Virginia,Online,Men's Street Footwear,43,15
2021-06-17,West Virginia,Online,Women's Apparel,59,12
2021-06-17,West Virginia,Online,Women's Athletic Footwear,33,7
2021-06-17,West Virginia,Online,Women's Street Footwear,33,8
2021-06-18,Illinois,Online,Men's Street Footwear,48,12
2021-06-18,Illinois,Outlet,Men's Street Footwear,50,45
2021-06-18,Mississippi,Online,Men's Apparel,117,59
2021-06-18,Mississippi,Online,Men's Athletic Footwear,77,63
2021-06-18,Mississippi,Online,Men's Street Footwear,89,96
2021-06-18,Mississippi,Online,Women's Apparel,125,82
2021-06-18,Mississippi,Online,Women's Athletic Footwear,88,57
2021-06-18,Mississippi,Online,Women's Street Footwear,86,62
2021-06-18,Mississippi,Outlet,Men's Apparel,47,14
2021-06-18,Mississippi,Outlet,Men's Athletic Footwear,29,15
2021-06-18,Mississippi,Outlet,Men's Street Footwear,31,26
2021-06-18,Mississippi,Outlet,Women's Apparel,51,22
2021-06-18,Mississippi,Outlet,Women's Athletic Footwear,34,15
2021-06-18,Mississippi,Outlet,Women's Street Footwear,33,16
2021-06-18,Missouri,In-store,Men's Apparel,40,35
2021-06-18,Missouri,In-store,Men's Athletic Footwear,30,35
2021-06-18,Missouri,In-store,Men's Street Footwear,35,60
2021-06-18,Missouri,In-store,Women's Apparel,45,53
2021-06-18,Missouri,In-store,Women's Athletic Footwear,25,35
2021-06-18,Missouri,In-store,Women's Street Footwear,25,38
2021-06-18,Missouri,Online,Men's Apparel,38,10
2021-06-18,Missouri,Online,Men's Athletic Footwear,27,9
2021-06-18,Missouri,Online,Men's Street Footwear,32,17
2021-06-18,Missouri,Online,Women's Apparel,42,14
2021-06-18,Missouri,Online,Women's Athletic Footwear,23,9
2021-06-18,Missouri,Online,Women's Street Footwear,23,11
2021-06-18,Nebraska,Online,Men's Apparel,46,1
2021-06-18,Nebraska,Outlet,Men's Apparel,50,5
2021-06-19,Illinois,Online,Men's Athletic Footwear,48,4
2021-06-19,Illinois,Outlet,Men's Athletic Footwear,50,15
2021-06-19,Nebraska,Online,Women's Apparel,51,4
2021-06-19,Nebraska,Outlet,Women's Apparel,55,15
2021-06-19,New Hampshire,In-store,Men's Apparel,65,33
2021-06-19,New Hampshire,In-store,Men's Athletic Footwear,60,43
2021-06-19,New Hampshire,In-store,Men's Street Footwear,65,68
2021-06-19,New Hampshire,In-store,Women's Apparel,70,48
2021-06-19,New Hampshire,In-store,Women's Athletic Footwear,55,33
2021-06-19,New Hampshire,In-store,Women's Street Footwear,55,35
2021-06-19,New Hampshire,Online,Men's Apparel,60,9
2021-06-19,New Hampshire,Online,Men's Athletic Footwear,56,12
2021-06-19,New Hampshire,Online,Men's Street Footwear,59,17
2021-06-19,New Hampshire,Online,Women's Apparel,66,14
2021-06-19,New Hampshire,Online,Women's Athletic Footwear,52,9
2021-06-19,New Hampshire,Online,Women's Street Footwear,53,9
2021-06-19,New Hampshire,Outlet,Men's Apparel,47,11
2021-06-19,New Hampshire,Outlet,Men's Athletic Footwear,40,14
2021-06-19,New Hampshire,Outlet,Men's Street Footwear,44,22
2021-06-19,New Hampshire,Outlet,Women's Apparel,50,16
2021-06-19,New Hampshire,Outlet,Women's Athletic Footwear,37,10
2021-06-19,New Hampshire,Outlet,Women's Street Footwear,43,11
2021-06-20,Illinois,Online,Women's Street Footwear,36,4
2021-06-20,Illinois,Outlet,Women's Street Footwear,40,15
2021-06-20,Nebraska,Online,Men's Street Footwear,36,12
2021-06-20,Nebraska,Outlet,Men's Street Footwear,40,40
2021-06-21,Arkansas,Online,Men's Apparel,109,48
2021-06-21,Arkansas,Online,Men's Athletic Footwear,67,54
2021-06-21,Arkansas,Online,Men's Street Footwear,76,88
2021-06-21,Arkansas,Online,Women's Apparel,114,71
2021-06-21,Arkansas,Online,Women's Athletic Footwear,77,48
2021-06-21,Arkansas,Online,Women's Street Footwear,78,50
2021-06-21,Arkansas,Outlet,Men's Apparel,37,12
2021-06-21,Arkansas,Outlet,Men's Athletic Footwear,25,15
2021-06-21,Arkansas,Outlet,Men's Street Footwear,28,24
2021-06-21,Arkansas,Outlet,Women's Apparel,48,17
2021-06-21,Arkansas,Outlet,Women's Athletic Footwear,29,12
2021-06-21,Arkansas,Outlet,Women's Street Footwear,28,12
2021-06-21,Illinois,Online,Women's Athletic Footwear,44,2
2021-06-21,Illinois,Outlet,Women's Athletic Footwear,45,8
2021-06-21,Nebraska,Online,Men's Athletic Footwear,32,5
2021-06-21,Nebraska,Outlet,Men's Athletic Footwear,35,15
2021-06-21,Oklahoma,Online,Men's Apparel,106,39
2021-06-21,Oklahoma,Online,Men's Athletic Footwear,68,44
2021-06-21,Oklahoma,Online,Men's Street Footwear,78,76
2021-06-21,Oklahoma,Online,Women's Apparel,115,60
2021-06-21,Oklahoma,Online,Women's Athletic Footwear,78,39
2021-06-21,Oklahoma,Online,Women's Street Footwear,76,42
2021-06-21,Oklahoma,Outlet,Men's Apparel,41,11
2021-06-21,Oklahoma,Outlet,Men's Athletic Footwear,25,12
2021-06-21,Oklahoma,Outlet,Men's Street Footwear,32,19
2021-06-21,Oklahoma,Outlet,Women's Apparel,40,14
2021-06-21,Oklahoma,Outlet,Women's Athletic Footwear,29,10
2021-06-21,Oklahoma,Outlet,Women's Street Footwear,27,11
2021-06-22,Illinois,Online,Men's Apparel,54,3
2021-06-22,Illinois,Outlet,Men's Apparel,60,10
2021-06-22,Kentucky,Online,Men's Apparel,99,25
2021-06-22,Kentucky,Online,Men's Athletic Footwear,68,36
2021-06-22,Kentucky,Online,Men's Street Footwear,76,67
2021-06-22,Kentucky,Online,Women's Apparel,107,48
2021-06-22,Kentucky,Online,Women's Athletic Footwear,59,25
2021-06-22,Kentucky,Online,Women's Street Footwear,58,29
2021-06-22,Maryland,In-store,Men's Apparel,50,15
2021-06-22,Maryland,In-store,Men's Athletic Footwear,45,25
2021-06-22,Maryland,In-store,Men's Street Footwear,50,50
2021-06-22,Maryland,In-store,Women's Apparel,55,30
2021-06-22,Maryland,In-store,Women's Athletic Footwear,40,15
2021-06-22,Maryland,In-store,Women's Street Footwear,40,18
2021-06-22,Maryland,Online,Men's Apparel,49,4
2021-06-22,Maryland,Online,Men's Athletic Footwear,41,8
2021-06-22,Maryland,Online,Men's Street Footwear,47,13
2021-06-22,Maryland,Online,Women's Apparel,53,8
2021-06-22,Maryland,Online,Women's Athletic Footwear,37,4
2021-06-22,Maryland,Online,Women's Street Footwear,37,5
2021-06-22,Nebraska,Online,Women's Street Footwear,27,5
2021-06-22,Nebraska,Outlet,Women's Street Footwear,30,18
2021-06-23,Arizona,Online,Men's Apparel,106,30
2021-06-23,Arizona,Online,Men's Athletic Footwear,106,62
2021-06-23,Arizona,Online,Men's Street Footwear,98,79
2021-06-23,Arizona,Online,Women's Apparel,139,66
2021-06-23,Arizona,Online,Women's Athletic Footwear,96,45
2021-06-23,Arizona,Online,Women's Street Footwear,106,62
2021-06-23,Arizona,Outlet,Men's Apparel,43,7
2021-06-23,Arizona,Outlet,Men's Athletic Footwear,36,14
2021-06-23,Arizona,Outlet,Men's Street Footwear,37,19
2021-06-23,Arizona,Outlet,Women's Apparel,46,16
2021-06-23,Arizona,Outlet,Women's Athletic Footwear,38,11
2021-06-23,Arizona,Outlet,Women's Street Footwear,41,15
2021-06-23,Illinois,Online,Women's Apparel,49,7
2021-06-23,Illinois,Outlet,Women's Apparel,50,23
2021-06-23,Nebraska,Online,Women's Athletic Footwear,27,4
2021-06-23,Nebraska,Outlet,Women's Athletic Footwear,30,15
2021-06-24,Illinois,Online,Men's Street Footwear,58,13
2021-06-24,Illinois,Outlet,Men's Street Footwear,60,50
2021-06-24,Nebraska,Online,Men's Apparel,42,4
2021-06-24,Nebraska,Outlet,Men's Apparel,45,15
2021-06-24,Oregon,In-store,Men's Apparel,90,40
2021-06-24,Oregon,In-store,Men's Athletic Footwear,65,65
2021-06-24,Oregon,In-store,Men's Street Footwear,55,78
2021-06-24,Oregon,In-store,Women's Apparel,105,70
2021-06-24,Oregon,In-store,Women's Athletic Footwear,80,53
2021-06-24,Oregon,In-store,Women's Street Footwear,80,65
2021-06-24,Oregon,Online,Men's Apparel,86,11
2021-06-24,Oregon,Online,Men's Athletic Footwear,62,17
2021-06-24,Oregon,Online,Men's Street Footwear,51,23
2021-06-24,Oregon,Online,Women's Apparel,95,19
2021-06-24,Oregon,Online,Women's Athletic Footwear,74,16
2021-06-24,Oregon,Online,Women's Street Footwear,78,19
2021-06-24,Oregon,Outlet,Men's Apparel,67,14
2021-06-24,Oregon,Outlet,Men's Athletic Footwear,47,20
2021-06-24,Oregon,Outlet,Men's Street Footwear,43,24
2021-06-24,Oregon,Outlet,Women's Apparel,74,23
2021-06-24,Oregon,Outlet,Women's Athletic Footwear,62,18
2021-06-24,Oregon,Outlet,Women's Street Footwear,53,21
2021-06-24,Virginia,In-store,Men's Apparel,90,40
2021-06-24,Virginia,In-store,Men's Athletic Footwear,65,65
2021-06-24,Virginia,In-store,Men's Street Footwear,55,78
2021-06-24,Virginia,In-store,Women's Apparel,105,70
2021-06-24,Virginia,In-store,Women's Athletic Footwear,80,53
2021-06-24,Virginia,In-store,Women's Street Footwear,80,65
2021-06-24,Virginia,Online,Men's Apparel,81,10
2021-06-24,Virginia,Online,Men's Athletic Footwear,62,18
2021-06-24,Virginia,Online,Men's Street Footwear,53,23
2021-06-24,Virginia,Online,Women's Apparel,96,18
2021-06-24,Virginia,Online,Women's Athletic Footwear,72,14
2021-06-24,Virginia,Online,Women's Street Footwear,73,20
2021-06-24,Virginia,Outlet,Men's Apparel,68,13
2021-06-24,Virginia,Outlet,Men's Athletic Footwear,45,22
2021-06-24,Virginia,Outlet,Men's Street Footwear,37,23
2021-06-24,Virginia,Outlet,Women's Apparel,82,23
2021-06-24,Virginia,Outlet,Women's Athletic Footwear,61,18
2021-06-24,Virginia,Outlet,Women's Street Footwear,58,21
2021-06-25,Illinois,Online,Men's Athletic Footwear,53,5
2021-06-25,Illinois,Outlet,Men's Athletic Footwear,55,20
2021-06-25,Nebraska,Online,Women's Apparel,49,9
2021-06-25,Nebraska,Outlet,Women's Apparel,50,33
2021-06-26,Illinois,Online,Women's Street Footwear,49,4
2021-06-26,Illinois,Outlet,Women's Street Footwear,50,18
2021-06-26,Nebraska,Online,Men's Street Footwear,43,17
2021-06-26,Nebraska,Outlet,Men's Street Footwear,45,55
2021-06-26,New Mexico,Online,Men's Apparel,116,39
2021-06-26,New Mexico,Online,Men's Athletic Footwear,114,70
2021-06-26,New Mexico,Online,Men's Street Footwear,107,90
2021-06-26,New Mexico,Online,Women's Apparel,149,76
2021-06-26,New Mexico,Online,Women's Athletic Footwear,109,54
2021-06-26,New Mexico,Online,Women's Street Footwear,114,70
2021-06-26,New Mexico,Outlet,Men's Apparel,44,9
2021-06-26,New Mexico,Outlet,Men's Athletic Footwear,47,19
2021-06-26,New Mexico,Outlet,Men's Street Footwear,37,22
2021-06-26,New Mexico,Outlet,Women's Apparel,50,19
2021-06-26,New Mexico,Outlet,Women's Athletic Footwear,37,13
2021-06-26,New Mexico,Outlet,Women's Street Footwear,41,19
2021-06-27,Illinois,Online,Women's Athletic Footwear,48,3
2021-06-27,Illinois,Outlet,Women's Athletic Footwear,50,10
2021-06-27,Nebraska,Online,Men's Athletic Footwear,37,8
2021-06-27,Nebraska,Outlet,Men's Athletic Footwear,40,30
2021-06-28,Illinois,Online,Men's Apparel,59,4
2021-06-28,Illinois,Outlet,Men's Apparel,60,13
2021-06-28,Nebraska,Online,Women's Street Footwear,34,6
2021-06-28,Nebraska,Outlet,Women's Street Footwear,35,23
2021-06-29,Illinois,Online,Women's Apparel,64,6
2021-06-29,Illinois,Outlet,Women's Apparel,65,25
2021-06-29,Nebraska,Online,Women's Athletic Footwear,33,5
2021-06-29,Nebraska,Outlet,Women's Athletic Footwear,35,18
2021-06-30,Illinois,Online,Men's Street Footwear,46,14
2021-06-30,Illinois,Outlet,Men's Street Footwear,50,50
2021-06-30,Nebraska,Online,Men's Apparel,41,4
2021-06-30,Nebraska,Outlet,Men's Apparel,45,18
2021-07-01,Illinois,Online,Men's Athletic Footwear,43,6
2021-07-01,Illinois,Outlet,Men's Athletic Footwear,45,25
2021-07-01,Nebraska,Online,Women's Apparel,49,9
2021-07-01,Nebraska,Outlet,Women's Apparel,50,35
2021-07-02,Illinois,Online,Women's Street Footwear,39,5
2021-07-02,Illinois,Outlet,Women's Street Footwear,40,20
2021-07-02,Nebraska,Online,Men's Street Footwear,41,15
2021-07-02,Nebraska,Outlet,Men's Street Footwear,45,50
2021-07-02,North Carolina,Online,Men's Apparel,124,88
2021-07-02,North Carolina,Online,Men's Athletic Footwear,118,102
2021-07-02,North Carolina,Online,Men's Street Footwear,125,134
2021-07-02,North Carolina,Online,Women's Apparel,134,114
2021-07-02,North Carolina,Online,Women's Athletic Footwear,107,88
2021-07-02,North Carolina,Online,Women's Street Footwear,108,93
2021-07-02,Wisconsin,In-store,Men's Apparel,50,20
2021-07-02,Wisconsin,In-store,Men's Athletic Footwear,45,30
2021-07-02,Wisconsin,In-store,Men's Street Footwear,50,55
2021-07-02,Wisconsin,In-store,Women's Apparel,55,38
2021-07-02,Wisconsin,In-store,Women's Athletic Footwear,40,18
2021-07-02,Wisconsin,In-store,Women's Street Footwear,40,23
2021-07-02,Wisconsin,Online,Men's Apparel,48,5
2021-07-02,Wisconsin,Online,Men's Athletic Footwear,42,9
2021-07-02,Wisconsin,Online,Men's Street Footwear,45,15
2021-07-02,Wisconsin,Online,Women's Apparel,52,9
2021-07-02,Wisconsin,Online,Women's Athletic Footwear,38,5
2021-07-02,Wisconsin,Online,Women's Street Footwear,38,6
2021-07-03,Connecticut,In-store,Men's Apparel,55,30
2021-07-03,Connecticut,In-store,Men's Athletic Footwear,50,40
2021-07-03,Connecticut,In-store,Men's Street Footwear,55,65
2021-07-03,Connecticut,In-store,Women's Apparel,60,48
2021-07-03,Connecticut,In-store,Women's Athletic Footwear,45,28
2021-07-03,Connecticut,In-store,Women's Street Footwear,45,33
2021-07-03,Connecticut,Online,Men's Apparel,53,8
2021-07-03,Connecticut,Online,Men's Athletic Footwear,48,11
2021-07-03,Connecticut,Online,Men's Street Footwear,54,19
2021-07-03,Connecticut,Online,Women's Apparel,56,14
2021-07-03,Connecticut,Online,Women's Athletic Footwear,42,8
2021-07-03,Connecticut,Online,Women's Street Footwear,44,8
2021-07-03,Connecticut,Outlet,Men's Apparel,43,9
2021-07-03,Connecticut,Outlet,Men's Athletic Footwear,38,12
2021-07-03,Connecticut,Outlet,Men's Street Footwear,42,20
2021-07-03,Connecticut,Outlet,Women's Apparel,40,15
2021-07-03,Connecticut,Outlet,Women's Athletic Footwear,34,9
2021-07-03,Connecticut,Outlet,Women's Street Footwear,29,11
2021-07-03,Illinois,Online,Women's Athletic Footwear,38,5
2021-07-03,Illinois,Outlet,Women's Athletic Footwear,40,18
2021-07-03,Nebraska,Online,Men's Athletic Footwear,42,8
2021-07-03,Nebraska,Outlet,Men's Athletic Footwear,45,28
2021-07-04,Illinois,Online,Men's Apparel,46,5
2021-07-04,Illinois,Outlet,Men's Apparel,50,18
2021-07-04,Nebraska,Online,Women's Street Footwear,36,5
2021-07-04,Nebraska,Outlet,Women's Street Footwear,40,20
2021-07-05,Illinois,Online,Women's Apparel,51,11
2021-07-05,Illinois,Outlet,Women's Apparel,55,35
2021-07-05,Iowa,In-store,Men's Apparel,50,20
2021-07-05,Iowa,In-store,Men's Athletic Footwear,45,30
2021-07-05,Iowa,In-store,Men's Street Footwear,50,55
2021-07-05,Iowa,In-store,Women's Apparel,55,38
2021-07-05,Iowa,In-store,Women's Athletic Footwear,40,18
2021-07-05,Iowa,In-store,Women's Street Footwear,40,23
2021-07-05,Iowa,Online,Men's Apparel,46,6
2021-07-05,Iowa,Online,Men's Athletic Footwear,44,9
2021-07-05,Iowa,Online,Men's Street Footwear,49,14
2021-07-05,Iowa,Online,Women's Apparel,51,9
2021-07-05,Iowa,Online,Women's Athletic Footwear,37,5
2021-07-05,Iowa,Online,Women's Street Footwear,36,7
2021-07-05,Nebraska,Online,Women's Athletic Footwear,29,4
2021-07-05,Nebraska,Outlet,Women's Athletic Footwear,30,13
2021-07-05,South Carolina,Online,Men's Apparel,129,104
2021-07-05,South Carolina,Online,Men's Athletic Footwear,118,117
2021-07-05,South Carolina,Online,Men's Street Footwear,128,146
2021-07-05,South Carolina,Online,Women's Apparel,136,122
2021-07-05,South Carolina,Online,Women's Athletic Footwear,107,98
2021-07-05,South Carolina,Online,Women's Street Footwear,106,108
2021-07-06,Idaho,Online,Men's Apparel,108,66
2021-07-06,Idaho,Online,Men's Athletic Footwear,107,98
2021-07-06,Idaho,Online,Men's Street Footwear,98,100
2021-07-06,Idaho,Online,Women's Apparel,129,101
2021-07-06,Idaho,Online,Women's Athletic Footwear,97,67
2021-07-06,Idaho,Online,Women's Street Footwear,96,117
2021-07-06,Idaho,Outlet,Men's Apparel,43,17
2021-07-06,Idaho,Outlet,Men's Athletic Footwear,40,27
2021-07-06,Idaho,Outlet,Men's Street Footwear,35,26
2021-07-06,Idaho,Outlet,Women's Apparel,51,26
2021-07-06,Idaho,Outlet,Women's Athletic Footwear,38,16
2021-07-06,Idaho,Outlet,Women's Street Footwear,34,28
2021-07-06,Illinois,Online,Men's Street Footwear,47,16
2021-07-06,Illinois,Outlet,Men's Street Footwear,50,58
2021-07-06,Nebraska,Online,Men's Apparel,37,3
2021-07-06,Nebraska,Outlet,Men's Apparel,40,10
2021-07-06,New Jersey,In-store,Men's Apparel,50,28
2021-07-06,New Jersey,In-store,Men's Athletic Footwear,45,38
2021-07-06,New Jersey,In-store,Men's Street Footwear,50,63
2021-07-06,New Jersey,In-store,Women's Apparel,55,45
2021-07-06,New Jersey,In-store,Women's Athletic Footwear,40,25
2021-07-06,New Jersey,In-store,Women's Street Footwear,40,30
2021-07-06,New Jersey,Online,Men's Apparel,48,7
2021-07-06,New Jersey,Online,Men's Athletic Footwear,42,10
2021-07-06,New Jersey,Online,Men's Street Footwear,47,19
2021-07-06,New Jersey,Online,Women's Apparel,54,13
2021-07-06,New Jersey,Online,Women's Athletic Footwear,36,6
2021-07-06,New Jersey,Online,Women's Street Footwear,37,8
2021-07-06,Rhode Island,In-store,Men's Apparel,50,23
2021-07-06,Rhode Island,In-store,Men's Athletic Footwear,45,33
2021-07-06,Rhode Island,In-store,Men's Street Footwear,50,58
2021-07-06,Rhode Island,In-store,Women's Apparel,55,40
2021-07-06,Rhode Island,In-store,Women's Athletic Footwear,40,20
2021-07-06,Rhode Island,In-store,Women's Street Footwear,40,25
2021-07-06,Rhode Island,Online,Men's Apparel,47,6
2021-07-06,Rhode Island,Online,Men's Athletic Footwear,41,8
2021-07-06,Rhode Island,Online,Men's Street Footwear,46,17
2021-07-06,Rhode Island,Online,Women's Apparel,50,12
2021-07-06,Rhode Island,Online,Women's Athletic Footwear,37,6
2021-07-06,Rhode Island,Online,Women's Street Footwear,37,7
2021-07-06,Rhode Island,Outlet,Men's Apparel,33,7
2021-07-06,Rhode Island,Outlet,Men's Athletic Footwear,32,11
2021-07-06,Rhode Island,Outlet,Men's Street Footwear,38,17
2021-07-06,Rhode Island,Outlet,Women's Apparel,38,14
2021-07-06,Rhode Island,Outlet,Women's Athletic Footwear,31,6
2021-07-06,Rhode Island,Outlet,Women's Street Footwear,27,8
2021-07-07,Illinois,Online,Men's Athletic Footwear,43,8
2021-07-07,Illinois,Outlet,Men's Athletic Footwear,45,33
2021-07-07,Nebraska,Online,Women's Apparel,44,7
2021-07-07,Nebraska,Outlet,Women's Apparel,45,28
2021-07-08,Illinois,Online,Women's Street Footwear,36,7
2021-07-08,Illinois,Outlet,Women's Street Footwear,40,25
2021-07-08,Nebraska,Online,Men's Street Footwear,38,11
2021-07-08,Nebraska,Outlet,Men's Street Footwear,40,40
2021-07-08,New York,In-store,Men's Apparel,65,60
2021-07-08,New York,In-store,Men's Athletic Footwear,60,70
2021-07-08,New York,In-store,Men's Street Footwear,65,95
2021-07-08,New York,In-store,Women's Apparel,70,78
2021-07-08,New York,In-store,Women's Athletic Footwear,55,58
2021-07-08,New York,In-store,Women's Street Footwear,55,63
2021-07-08,New York,Online,Men's Apparel,62,17
2021-07-08,New York,Online,Men's Athletic Footwear,56,20
2021-07-08,New York,Online,Men's Street Footwear,59,25
2021-07-08,New York,Online,Women's Apparel,66,19
2021-07-08,New York,Online,Women's Athletic Footwear,53,15
2021-07-08,New York,Online,Women's Street Footwear,51,17
2021-07-08,North Dakota,In-store,Men's Apparel,50,20
2021-07-08,North Dakota,In-store,Men's Athletic Footwear,45,30
2021-07-08,North Dakota,In-store,Men's Street Footwear,50,55
2021-07-08,North Dakota,In-store,Women's Apparel,55,38
2021-07-08,North Dakota,In-store,Women's Athletic Footwear,40,18
2021-07-08,North Dakota,In-store,Women's Street Footwear,40,23
2021-07-08,North Dakota,Online,Men's Apparel,49,6
2021-07-08,North Dakota,Online,Men's Athletic Footwear,44,8
2021-07-08,North Dakota,Online,Men's Street Footwear,48,16
2021-07-08,North Dakota,Online,Women's Apparel,54,10
2021-07-08,North Dakota,Online,Women's Athletic Footwear,38,5
2021-07-08,North Dakota,Online,Women's Street Footwear,37,6
2021-07-09,Illinois,Online,Women's Athletic Footwear,39,5
2021-07-09,Illinois,Outlet,Women's Athletic Footwear,40,20
2021-07-09,Indiana,In-store,Men's Apparel,55,20
2021-07-09,Indiana,In-store,Men's Athletic Footwear,50,30
2021-07-09,Indiana,In-store,Men's Street Footwear,55,55
2021-07-09,Indiana,In-store,Women's Apparel,60,38
2021-07-09,Indiana,In-store,Women's Athletic Footwear,45,18
2021-07-09,Indiana,In-store,Women's Street Footwear,45,23
2021-07-09,Indiana,Online,Men's Apparel,51,5
2021-07-09,Indiana,Online,Men's Athletic Footwear,49,8
2021-07-09,Indiana,Online,Men's Street Footwear,51,15
2021-07-09,Indiana,Online,Women's Apparel,54,10
2021-07-09,Indiana,Online,Women's Athletic Footwear,42,5
2021-07-09,Indiana,Online,Women's Street Footwear,42,7
2021-07-09,Nebraska,Online,Men's Athletic Footwear,33,6
2021-07-09,Nebraska,Outlet,Men's Athletic Footwear,35,20
2021-07-09,Ohio,Online,Men's Apparel,124,70
2021-07-09,Ohio,Online,Men's Athletic Footwear,116,85
2021-07-09,Ohio,Online,Men's Street Footwear,128,115
2021-07-09,Ohio,Online,Women's Apparel,139,91
2021-07-09,Ohio,Online,Women's Athletic Footwear,108,68
2021-07-09,Ohio,Online,Women's Street Footwear,106,75
2021-07-10,Illinois,Online,Men's Apparel,47,6
2021-07-10,Illinois,Outlet,Men's Apparel,50,23
2021-07-10,Nebraska,Online,Women's Street Footwear,18,3
2021-07-10,Nebraska,Outlet,Women's Street Footwear,20,10
2021-07-10,Utah,In-store,Men's Apparel,35,43
2021-07-10,Utah,In-store,Men's Athletic Footwear,30,55
2021-07-10,Utah,In-store,Men's Street Footwear,35,80
2021-07-10,Utah,In-store,Women's Apparel,40,60
2021-07-10,Utah,In-store,Women's Athletic Footwear,25,43
2021-07-10,Utah,In-store,Women's Street Footwear,25,48
2021-07-10,Utah,Online,Men's Apparel,32,13
2021-07-10,Utah,Online,Men's Athletic Footwear,29,16
2021-07-10,Utah,Online,Men's Street Footwear,34,22
2021-07-10,Utah,Online,Women's Apparel,38,15
2021-07-10,Utah,Online,Women's Athletic Footwear,23,12
2021-07-10,Utah,Online,Women's Street Footwear,24,14
2021-07-10,Utah,Outlet,Men's Apparel,28,14
2021-07-10,Utah,Outlet,Men's Athletic Footwear,20,18
2021-07-10,Utah,Outlet,Men's Street Footwear,28,25
2021-07-10,Utah,Outlet,Women's Apparel,32,20
2021-07-10,Utah,Outlet,Women's Athletic Footwear,16,13
2021-07-10,Utah,Outlet,Women's Street Footwear,19,16
2021-07-10,Vermont,In-store,Men's Apparel,60,33
2021-07-10,Vermont,In-store,Men's Athletic Footwear,55,43
2021-07-10,Vermont,In-store,Men's Street Footwear,60,68
2021-07-10,Vermont,In-store,Women's Apparel,65,50
2021-07-10,Vermont,In-store,Women's Athletic Footwear,50,30
2021-07-10,Vermont,In-store,Women's Street Footwear,50,35
2021-07-10,Vermont,Online,Men's Apparel,54,9
2021-07-10,Vermont,Online,Men's Athletic Footwear,51,12
2021-07-10,Vermont,Online,Men's Street Footwear,54,18
2021-07-10,Vermont,Online,Women's Apparel,61,13
2021-07-10,Vermont,Online,Women's Athletic Footwear,46,9
2021-07-10,Vermont,Online,Women's Street Footwear,46,10
2021-07-10,Vermont,Outlet,Men's Apparel,39,11
2021-07-10,Vermont,Outlet,Men's Athletic Footwear,42,15
2021-07-10,Vermont,Outlet,Men's Street Footwear,45,21
2021-07-10,Vermont,Outlet,Women's Apparel,49,18
